,text
6804, I rather go choke on your moms bomb pussy
10487, Yankee Doodle had a farm. Cotton farm
19354, get downstairs and play me im fifa bitch
19214, AUSTRALIA: Lebanese Muslim husband -year-old pregnant wife arrested sexual abuse #PATRIOTS 
870,#creamteam leaving hoes w #cockbreath
5612,Stop saying dumb blondes with pretty faces as you need a pretty face to pull that off!!!! #mkr
1063,These people at jury selection are retarded
5544,Shoot you and your shorty bitch
18994,Lmao look at these hoes 
4928, nick when the men are talking sit your bitch as in the corner and listen to this grown fo&# ;
3759,"I know that karma too real, so I hope you doing cool.. but still stupid ass bitch, I ain't fuckin' w you."
1684,looking like a hillbilly and not matching is what I do best goodnight losers 
1743, The crimes of Islam far outdistance any imagined crimes of Israel.
4872, Anyone and everyone can have my ex. Fuck that hoe.
3735," If they think that dessert is refined and beautiful, now wonder they think they are pretty. #MKR"
3688, bitch u know what I mean spell champ these nuts
3154," Me, too. Oddly, Anita has not... I'm a bit insulted..."
2439,"&# ; But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!"
2027,"Can not stand the head on Kat, horrendous person! #mkr"
2549,Dude why do i have to be such a bitch..? Like i'm confused.
3483, lmaoo what a fag
8574,The only part of the awards that I liked was the dykes part of the cypher &amp; the old skool female MCs.
7016, hoes will be hoes .
6302,Im trying to come back as a fine ass bitch next lifetime....
4372, bitch who is you?
5410,&# ; bruh these hoes gotta be stupid.
7347, that nigga was eating that hoe lol
3754, Charlie Crist Refuses To Back Down From Race-Based Attack On GOP 
522,This bitch think she fancy with her old ass C-class get the fuck on
1249, And your attitude is to let creeping Sharia and sexism into Muslim areas of the west.
20004, unemployed niggas be having all the hoes &# ;&# ;
4816,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &# ;&# ;&# ;
1686,"#metal only, honkies!"
10987,Just had someone under casually ask me what the 'FF' stood for on my car. R u fking serious &# ; bitch.
9222," if I was sexist my retort would be, ""make me a sandwich"", but as I'm not ill just forget about y'all in..."
6422,Jealous ass bitch tryna turn me to a lick but you won't live to see that shit
7233,Oriental rugs cause I'm flyer than a dove.
2174,Greinke you sneaky son of a bitch you
9199, That is a load of manure. It says the same thing in translation as it does in Arabic. It is still a pile of hatred and murder.
1296,"Got bad bitches with me, Molly and aquafina"
1885," do you, bitch boy?"
242, s are ugly thot bitch shoes
7038," For the st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East "
2343,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&# ;&# ;&# ;&# ; I&# ; 
10914, Yeaa black bitches actin like they too good for an average nigga like they just got A credit and pussy
2555," i swear I'm a nice girl, until you do something that pisses me off... then the bitch comes out."
5238,Ugh. Fuck off Kat. Your turns next. #mkr
7900, Muslim terrorists is the reason why the Christian percentage of Palestinians has fallen to almost zero.
6274,. Close up shop. #Feminism is just a roadblock in #egalitarianism's way at this point. #Equality must be equal. Not gynocentric.
3011,&# ; Stop giving a nigga pussy he stop actin like he care&# ; no true totally ...
8300, once it gets cold yall gonna be trash again lol
525," You have more legal rights than I do, is that OK?"
4158,The bitches are back 
6882,Lmfao bitch got her shit rocked
5820, Golly Wompers and Dad Gum Son You lyin cheatin scoundrels fucking did it! Man up and own it ya chicken shit pussy Republican
8359, If I did smoke I would not be smokin hoes out... Less they gettin fucked on
4270,I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.
11096," lmfaooo how many ""returns"" has this faggot gotten?"
11015, awnser the phone pussy
1242, When they left the Israelis to be slaughtered they lost the land as they deserved.
8789,""" I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"
11809,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
9520,&# ; bitches saying ray rice got what he deserved but just a month ago wanted this man free &# ;&# ;&# ; 
19379, Islam tells us that we must accept sexism. So I guess Muslim sexism must be accepted or you are racist. 
7516,"If #cuntandandre make it through, I'll... I don't know what I will do. #mkr"
1076,Dont believe them hoes.
5378,"Marijuana, hydro, pussy hoe, ass titties"
2849, Can I beat this bitch up?? Seriously....what a bitch
7451,#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &# ;&# ;
8194, &amp; ima eat that pussy all filthy &# ;
1233,Peace to all the hoes I put my badongle in and didn't cook breakfast for 
804,Uncle Tom Hypocrite! 
1, &# ; #AskAugust How Tall are you? I keep getting different answers from different people &# ;&# ;&# ; abo&# ;
687,Tonight starts the road the Super Bowl for the Here we go brownies here we go! WOOF WOOF #Browns Draft
19127," get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny"
821," one, two, three, four, how many niggers are in my store?"
2208,This bitch done blew my high and I was high off all of these drugs
3598, Ready to slay these bitches and im not even half way thew my soak 
18138, Plot twist: it takes a lot to cut that bitch off &# ;
2978, don't pay dem bitches and they dirty ass chucks no mind bro
19724, Not aimed at you.
10453, These hoes ain't shit &# ;&# ;&# ;
7547,Sombody bring me some pussy
1977,french montana gotta give that kardashian bitch mil cuz of a divorce i'll never marry none u bitches
19909, Chantel isn't a side hoe bc apparently she's lesbian. IM DONE WITH LIFE. All these months hating her for no reason.
2899, The price is wrong bitch.
2902, these hoes too familiar
3746, So let me get this straight who weaponised tweets to have people fired is now a victim of Twitter ? 
8645, Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!
7230, the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&# ;
4608," I LOVE RACISM! ""Blame whitey"" for EVERYTHING! Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"
3708,I'm organizing a cease fire between bald headed bitches and weave !
4206, Fuck you bitch I'm actin brand new &# ;
10955, long tittie no nipple havin ass bitch
4927, Word. And it don't make u a hoe It's okay to have sex on first date long as the feeling is mutual
2481,All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe
1161, No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&# ;
2366,Early bird gets the worm! &# ;&# ;
7567," ""climb your beanstalk back to hell"" "
4938," &# ;&# ;&# ; Lmfao "" How side bitches be when you scoop them up in the daytime! "
8794,""" quick piece of pussy call it a drive by """
9733,"This ain't no bitch ass boom bap, it's click clack move back."
567,&# ;&# ;&# ; Hood hoes love Harrell football team&# ;
3683,It the principle of the matter bitch! &# ;
4327,"I ain't got no type, bad bitches is the only thing I like."
9737,All the time lol Lol ima hoe sometimes
18467, The fact this bird ass nigga took my phone and did a light skin pose in school smh lol 
1507,"&# ; agreed, eating pussy is so much better&# ;they both Nasty"
1890,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys."
987,Two blondes....Twitter will be the judge of hot! #mkr
912," And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!"
710,You can buy my fucking life and you've never even broken a sweat stop crying bitch 
7480, if you're gonna trash talk my piercings don't say it in front of my best friends &# ;&# ;&# ;&# ;
19194,People are such bitches!!! Complaining over stupid things!
7664, Real Few things worse than forcing a conversation with a dumb bitch
19241,Where are all those whiny bitches when Kris left? How come Lulu ain't gettin shit?
1100, The Muslims relationship to god is fear. He is told to fear Allah again and again in the Quran.
4472, Why does Hawkeye have to be in the Avengers? He's such a pussy
8573,"When Lil Wayne said ""why give a bitch your heart when she'd rather have a purse"" "
5331,So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem
2872, old with a old wolf pussy that is
6856, crazy bitch why
3579," Hey Liberals,meet future majority leader of the US Senate.Enjoy. Payback is a bitch. #p #stoprush #waar "
484,Never been a bitch!
3897," I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&# ;"
1062, You look like a monkey
1072,"Na nigguh I don't know how you "" rock"""
5690," majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled &# ;"
11778, &# ; damn these bitches in middle school look grown af in these nudes&# ;&# ;
2973," please bitch, i'm a BELIEBER &lt; "
2617, That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.
493, Keep repeating and believing your brain dead fairy tales - and follow your prophets medical advice. 
1155,&# ; Did I just start crying? &# ;&# ;&# ;&# ; bitch &# ;&# ;&# ;
977, my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
332,LMAOOOOOOO RT *Record Scratches* Damn Twitter famous bitches out hea strippin!? &# ;&# ; 
4309, On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...
9196, &# ; &# ; That hoe smashed the whole team !&# ; &# ;C&# ;H&# ;I&# ;L&# ;L&# ;&# ; Lmao y'all fools&# ;&# ;&# ;&# ;
3692," Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&# ;"
20126,"Tryna determine if she a bad bitch, but then twitter saves her "
1913,Define wigga
18993," Hate basic bitches,"
5403, im a boss ass bitch
76, Another taqiyya liar making up garbage for the sake of Mohammed's desire to exterminate Jews.
3052,"Dis nicca went in on dat ""I Keep tryin"""
4141,""" bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"
11671,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
2945,"&# ; Fucking slut&# ; FOREAL, fuck dat bitch."
3615,Now that's how you let the beat build bitch .. Thats my ish As I hit the kill switch.....
2625,&# ; &# ; Kyrie fast than a bitch with the ball&# ; look like you out there lol&# ;lol I wish
10126,That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry&# ;&# ;&# ;
10340, hahahhaha he had mad bitches &# ;&# ;&# ;&# ;
2777, Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol
10484, So now you admit that the Quran sanctifies sexual slavery and try to change the subject.
1984, Huge Yankee fan....enjoy 
7941,Niggas is hoes #OnHere and in real life too....
4140,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
11781," Futhermore, Islam is based on theft. Mohammed raised his armies by giving them / of everything they stole."
2257, we in this bitch finna get crunk eyebrows on double PAPP &# ;&# ;
2051, Some of you hoes got so much to say with so little&# ;
3631, the bad bitch with them ugly ass nikes
1520,They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit
3087,"niggas wait in line for jordan releases, puttin they life on the line, jus to impress some bitches"
2654,"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr"
11948,&# ; there isn't one song on Blacc Hollywood I dislike.&# ; Except the song with nicki minaj because that triffling bitch sucks
2540,Stafford trash without Megatron #fantasyfootballproblems
8947, Y&# ;all whitey gots to PAY fo da preparations
1969,""" I made that bitch lunch. Bitches love lunch."
3196,when yo song come on and you hit the blunt hard af cause that hoe go dat hard
476, you're frumpy bitch
7002,&# ; Another Jersey fail - what a cunt -No pics needed. Animal.&# ; Dem coloreds be wack
7376, followers till !
2052, you got niggas &amp; I got bitches &# ;
1053,Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on
2032, orr why? Thts my lor bae tho wyd why u fucking up hoe?
19255,Black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
9900, Romney or Jeb would be huge mistakes.
3178,Either yall niggas just hella funny or she just tryna hoe around the block but you know.. 
4276,". I never said men didn't have privileges or that women didn't face biases, but its more / than one way street."
2517,Except I used to be super tan and now I'm yellow/pale lol...
194, Suck my dick bitch not only are you terrible. You are why hip hop is dead
2040,My blue flag brite nd ya bitch blowing me like play bagpipes
10350,""" Females think dating a pussy is cute now? how does doing this stuff make him a pussy?"
2195, apes
8261,Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. #mkr #mkr 
2625, we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.
6806, pussy
1470,This is why my mother isn't allowed to make brownies 
140," No asshole, the Israelis are defending themselves against this. "
5632,How y'all associate or even entertain that bitch ass nigga is beyond my comprehension
9707,I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here
11085,Nick Cannon movie.. &# ; A year old bitch in Texas was pretending to be and went to high school months!&# ;
3319, stop being bitchy bitch
9634, I turn into a bitch real quick.
4801," If the Muslim world ever produced anything but tyrants, dictators, fascists, and fanatics we would support them."
1444," we gotta get like heads to go. Everyone brings tree, some bring food, bitches, and liquor of course."
10841,Molly's that bitch you love when she comes but hate when she goes..
5788, My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in % ...
10913,If you balling buy yo bitch somethin
18336,RT It still bothers me that Cammi Granato got in the hall of fame before Adam Oates. I'm not sexist but really?
19460,Can't believe #cuntandandre are still in the comp #mkr
6940, &# ; Kevin Hart make funny faces.. His curriculum kinda trash..&# ; Curriculum? &# ;&# ;&# ; 
2188, because hoes disguise themselves as real women
4395, Will your bitches do this for you ? 
104, salty pussy
2539, &# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ; angry birds &# ;&# ;&# ;&# ;&# ;&# ;&# ; ! &# ; 
1839, shuddup hoe
4056, these bitches drippin sauce
4877,Imam's who disagree with Jihad are attacked by Muslims. So where are these moderate Muslims? #Islam 
4106, Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl 
3225," my comment was sexist, but I'm not personally, always a sexist."
2817,#mkr Dumb blondes with pretty faces ? Well you got that half right girls :)
1810," Literally, every single approach road or track or open field to Mosul is covered by Peshmerga outposts now "
344,Bytch was an infant... &# ; How the hell this bitch talking bout how much she remember bout Pac before he died!?!&# ;
1803,Niccas catchin dem theft under $ charges out here...shit ugly I guess niccas Tryn get it fa da holidays &# ;&# ;&# ;&# ;&# ;
4560,I'd drive me crazy to have to be at that ghetto ass school everyday.
4836, We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
402, When the fakest bitch you know tweets about being real 
4109,wut spook me even more is its gon be dark when nigga drive outta hea..... im sick already
9279,Lebron is such a pussy.. always has to get picked up for cramps and shit
6473, Which is?
11260, this niggah was tripping over everybody
8959," The average anti-#gamergate ""man""; pretending to protect women's rights as a last resort attempt to lose virginity. "
6549,Dem hoes be peeping out my dougie &# ;
3203,Ha.. Who can get the pussy quicker these days
1276,Oh bitch you lurkin !? Well bitch I'm TWERKIN &# ;&# ;
11601, Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo&# ;
49, &# ; Stop &# ; playin bitch &# ; you know I'm MVP &# ;&# ;&# ;
729,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland "
29,"Dumb little broad , move the fuck along bitch"
4218, fuck no she dont let nobody hit that pussy either I know it's firm
4909, fuck no my school boring and ghetto
3167,Nigga a dyke .. Melo garbage ass just now hitting k
1935, exotic bitches do exotic things these hoes aint loyal
19387, st block bitch Wassup
3377,Buddy drug the whole train lmao good ... extra ass hoes
7277, - bitch I'm up for sale every weekend &# ;&# ;
3471,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... &# ;
1359,I&# ;m logging out ah man The bartenders be sellin pussy too? I thought only the strippers sold pussy.
3794, #cheese #crackers #lacking 
11526,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.
19963,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol "
4793,I live for two-bite brownies
1672, shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
280,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....
8876, Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.
5010, wet pussy is the best pussy &# ;&# ;&# ;&# ;&# ;&# ;&# ;
850," ISIS is different from Max's friends, Hamas. ISIS throws gays off rooftops. Hamas beheads gays. "
8813,"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy""."
6186,I bought hummus and broccoli. I just need snacks and shit. i need to buy crackers and shit
1631, MUSLIMS Australia to form Australian All-Muslim Army impose sharia law #FFRNN #WAKINGUP 
7303," what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the ""dumb trash"" motif perfectly"
2192, Money is the baddest bitch I know
10009, time to dump another diet coke in the trash
2323," cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!"
1173,I ignore birds
8725, push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
7,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife&# ;s big pussy "
10622, % of niggas goofy and act like bitches
10833, yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch
762,"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no"""
336, Because FemShep was a character created to appease people in a pathetic way and didn't add depth or any dif...
528," Significant number of US tweets were Americans flipping the bird to IS. UK, not so much."
2473, If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like
1562," Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
8232," "" &# ; Not looking for love, one day it'll find me. Until then.....&# ;Keep fuckin dese hoes&# ; yolo""&# ;&# ; I ain&# ;"
7470,Physical &amp; bed RT These bitches frame is trash! #Skinny
198,"&# ; Fuck east st john and all they fans, familys , &amp; friends&# ; Shut yo bitch ass up"
2312,&# ; ahhh you know who? So smart Donny! &# ; but YES RT &# ;&# ; Yass! I'm glad you speak your mind to these faces hoes
2201,&# ; done w. All these fuck niggas &# ;&# ; snip snip hoe &# ;&# ;&# ;&# ;&# ; stfu
658,money hoes and clothes
897," aka he wanna keep you warm, shoulda just introduced himself #coons"
4678, have fun getting deported you fucking faggot
10628,RT I'm not sexist when I say women can't drive. they literally can't
3621,"Okay, so maybe not every in #LosAngeles is evil. But I would % of the people I've encountered have been trash, another % barely human."
5020,Wanted to eat her pussy from the back but she's sleep...smh
4634,Ronny kamm is a pussy
4965," Off to the east of your current location, on an east-facing slope (dry side of a dry place)."
4323," #DidYouKnow: The Comstock Lode was a boon as it grew , ppl &amp; became of the largest &amp; wealthiest&# ;"
5095,"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?"
20018,Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !
4963,ain't the bitch Mimi still wit Gay ass Nikko????
8693,That boy has always been a pussy never been a threat!
3208,Your bitch choosing just Let'R!
4429,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&# ; 
4399,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
6245," If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq "
8254,shout out to the bitches who like gum i be chewing that shit
2062,"Man, aunt petunia is a royal bitch."
1636,Work out hoe 
2147, You know you're ugly when an ape was chosen as a man crush and you've never been 
9826,I'm just sitting here waiting for twitter to explode once this Yankees game ends
9377,How is that not a yellow on Ronaldo for full on body bumping the ref?
2993,just found out has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big - tonight!
108, I guess #Tammy is the next terrible summer comedy on the list. Only females will laugh in that theater. #Guaranteed #NotSe...
52,"&# ; "" &# ; I can't remember all the girls I've smashed &# ;&# ;&# ; On God.&# ;""hoe shit&# ; Not technically, it takes &# ;&# ;."
2672, Shave pussy deserve nothing but fie head and good dick #twitterafterdark :)
779, Radical Islam on the rise in Indonesia. 
4643,It's not a sin to have a interchangeable bezel but when that bitch don't screw back on ... #ThatsAProblem
797, Hamas sympathizer pretends Israel rejected truce to end blockade when Hamas admitted Hamas rejected it 
4369,RT Not sexist but i think male comedians are funnier than female ones. 
3005,"All my young boys round me saying ""get money and fuck these hoes"""
1639, bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense
2437, &amp; rivvv tn. no bailing.. #pussies
19119, a faggot that needs to grow up
20142," When a bitch comment on my nigga pic like ""u so fine&# ;&# ;"" I @ em thirst buckets back and be like ""thanks&# ;"""
3072, that's my nig nog
3686, you know. pens for school? to cut all them bitches
2274,Have you noticed all the ghetto people naming their kids after cars? Mercedes&# ; Lexus&# ; Repossessed.
3206, AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid
9620, Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&# ;
2507,Fuck this hoe ass professor she looks like an extra from Halloween town.
4183, Did she really just tell them that in order to walk you just 'put one foot in front of the other'? #mkr 
6956,rams finna smack steven wackson bitch ass
7615," Dese hoes be ugly af talking bout ""if I wanted yo boyfriend I could have him"" Bitch you look like a boyfriend &# ;&# ;"
2275, These hoes turn into contortionist just so u can see their ass &amp; their smile in the same picture. Smh! It's hard work thir&# ;
19167," lets get a group together &amp; do something negro, I'm home"
9258, Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan 
1088, Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep
3385," only one problem theres a ""no pussies allowed"" sorry "
4431," And for the record, I think Dan Snyder is a cunt. The hypocrisy of the NFL is just embarrassing at this point."
2649,Pennsylvania is white trash and is so are all Pennsylvanians.
19121,These ho%e$ for everybody just like these niggahs for everybody! A hoe gone be a hoe regardless and (cont) 
4745, Female IG Models in person be so trash &# ;
5423,"&# ; "" If fleek in yo vocabulary you a faggot""&# ;"
4379," Mostly it shows how vile, inhuman, digusting, and barbaric that religion is. #Islam"
4777, Look at yall bitches for the child support keep getting pregnant ass bitches
2760," if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&# ;"
3388, funky hoe you gone solo
4383,"Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models."
5408,Just need a bad bitch thats gone always hold me down
3181,&# ; &# ;&# ; hoe
2224, he's a cheating wetback
9100," Come on #Barbie, let's go party! #KillerBlondes #MKR"
4918, Dumb bitch lol 
9251, Damn you just called yourself a bitch bruh ? Lol &# ;
1657,Shut up faggot
8207, Follow spree cunts. Just retweet this #followmeBeau
4112,Hate when hoes try to lead u on naw like lil bitch im coool
4668,""" Fat hoes get chose"" lol"
171, bitch.
514,lmaoooo Lol OK pal what bitch gone tell me no? TUH! 
10571,All I wants is to represent da life o da colored man.
6323, That's for the birds.
4493,"Football the only thing I got! no bae I don't got no hoes, they all come and go!! time to just start focusing on something that's real"
2264, let me guess they have yellow cake too? Same crap different president
9929," #Kobane West front #YPG forces liberated the village of "" Qartl "" km from Tell-abyad City"
3027,Get on your shit hoe.
2445,"Excuse me, here's your nose. I found it in my business hoe."
1106, #Quran is full of nonsense &amp
4751, Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful
11697,Already more yellows than the last years combined #IndyCar #Honda 
2515,"New show announced in Lutsen, MN at Papa Charlies on December , "
4268, Woman rips off mans testicle because he rejected her tried to swallow it #QuestionsForMen #AskGoog...
3911,"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR"
3574, Just a troll.
423,having one of those days where a pimp wants to unfollow every bitch in a mile radius on IG that won't let me beat
3324,&# ; Scrappy always on the reunion with hella hoes &# ;&# ;real nigga lmao
849,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, race war starts its on #POTUS"
4025, My dick is called Eggo because bitches never wanna leggo my Eggo.
11740,what a clam shame
1312, This nigga is a fuckin faggot 
3476,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson was the First President of the United States! George... "
1221, Woke up sleazy. Im bout to make this day my bitch
9691,Thump you right in the throat bitch
3150,It's a recession on everything RT Chasing pussy is never attractive!
8927,""" When twitter rappers dm me their trash links "
629,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch #vote sos #EMABiggestFans D"
505, then learn to read bitch
52," I made the mistake of reading that Christine Brennan article. I'm not sexist, but she really makes females journalists loo..."
5800," The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain."
1858," good dnt be a sucker for these sad mad bitches,"
74,why bitches gotta be bitches
2921, If you not gator you gator bait #gatornation
2344, Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap 
4605, every time i come out im never with newwww bitches
6464,u should be here wit me bitch
714,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
569,""" Murda Gang bitch its Gang Land """
1403,How you gone wife a bitch that let niggas lick on her head in public?
1263, this bitch 
1336, &# ; I told you to unfollow that bitch but you ain't wanna listen Barbie &# ;&# ;&# ;&# ;
18208," fuck off lil bitch, prolly gotta lil dick"
2210,&# ; You gotta fuck every race just to see which dick/pussy you like the best.&# ; thot
19978," I'll never smoke weed with Willy again. He invited that hick, Toby Keith, and I fucking hate that mongoloid!"
84,"I honestly don't understand why men love to bash the women that make them feel good. ""She sucked my dick soooo goood. She a ho!"" -__-"
4066," I love how a journalist blocked me (ostensibly us) for criticizing her ""journalism."""
3302,I'm just salty bitch
11738," Even in wrestling, it has its share of Feminist Authority figures! Guess who called out on ..."
4723, wyo bitch
3639,"I don't care how old I am, when you put me in front of a bag of takis I'll eat that bitch"
947," #rapeyass Uh..not rape her, bitch nigga? You see her passed out drunk, what do you do? ht&# ;"
2251,"Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here."
2788,"&# ; I was heartbroken tx inniz ho. Lmao&# ; haha naw chill, you the one laughing at vdawg"
4777, way to delete your tweets you stanky bitch
2339, Stop being a hoe so I can love you :/
902," A trash-talking athlete vs. a violent congressman: Who's the real ""thug,"" here? via "
75,Just hit in flappy bird.&# ;
4770,RT and as far as a girls team.. Name me one all female team who has placed top at a major event. Not sexist but it's a waste
1074," The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do. #Islam"
4181,EJ wanna be Michael Sam bitch so bad.
520,Eat her pussy when she mad Eat her pussy when she sad Eat her pussy when she sleep&# ; Eat her pussy when she horny EAT HER PUSSY
2789, The filth of the Palestinian head choppers and honor killers and genocidal maniacs is there for the world to see.
10510," If I could be anywhere on earth right now, you know it would be Yankees Stadium"
11912,Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.
2704, You like words. They all say Islam is vile. 
4516,. Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
3170, You can't appreciate a woman if you're entertaining hoes.
724,I'm sick of you hoes oml
2506,versace bird feeder
2640, &# ; This bitch ain't got a bit of sense lmaoo!! &# ;&# ;&# ;&# ;&# ;&# ;&# ;
3018, them hoes was trash
103, lmaooo niggas ain't but hoes is I think I'm winning
2180, Let's stop pretending and get the war between the Islamolunatics and the rest of the world started now.
472,I love living in Minnesota. The weather is bad enough for people to bitch about it but we don't have anything serious. Stay safe east coast
3049," If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe."
4830," I see people tweeting ""what if the purge comes to my city"" bitch the purge ain't no tour"
4716,Lmao RT The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
19895,Is this retarded bitch really this stupid?
3420,The most broke people have the most to say bitch nigga how can you afford to speak
2866,Please &# ; shut up hoe &# ; I'm honestly a nice person&# ;&# ;
3845, aids fuck? Smdh u punk bitch.
490,what a broke niggah gone tell her.
9596,I bitch can tell that I'm addicted to pussy she lookin pass it
3996," I don't care if it's a ""saying"" calling someone a bitch is still calling someone a name."
