,text
3396," Enough with the mind fuck and pass me the fucking nachos, cunt."
3392,People who live in #theNetherlands are unwashed trash.
2839, whooooo? Chelsey? Fuck her lol. She juss a bitch
2714, Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor
361,&# ; I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&# ; 
6066, Talkin bout the next bitch but you ain't bout shit.
674,Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... 
6337,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy- I hate the f-ing bus!"
564,"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^"
8299,"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC"
15939, When lil b said &# ;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&# ; 
3171, what are you doing tonight pussy?
515,Omg fuck these bitches #basedgod
5569,I'm just salty bitch
1068, Never invest money into a broke bitch ..
1839,"Lol ""Just need to know what that pussy like so one time is fine with me"""
4533," Just like ""FAT CHICKS NEED LOVE TOO"" I guess. Some Jeffrey Dommer Type would be all over that sloppy ho."
3124, Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao
8333,this one bitch dont feel the same no more an henny dont really kill the pain no moree
15221, I don't care what they is they can catch them hoes
15699,I got some lightskin pussy one time and the bitch damn near had me bout to propose.
3358,the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that
8605," ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga."""
3766,Let me show you how that pussy work!!!! Brian McKnight should have more accolades. His music is everything. EVERYTHING.
623,"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what? *Vice Versa*"
4930,Time to stunt on these hoes &# ;&# ;
7402,but I didnt get a write up thank god lol dumb white bitch
1173,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil."
7287, Sharing food with your mangia cake friends because they love your food #ItalianProblems
715,"In the words of lil Debbie ""I'm that bitch"""
16286, On Nigger Day we honor nigger traditions by not working.
3813, touch my throbbing pussy
9181, bitch kill yo self
10007,"Won't catch me sneak dissing, thats fo the birds."
3572,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources "
2817,Im a south side niggah fuck around fuck around
16239," I'm telling you, shaved pussy is ugly."
3762,It ain't nothing to cut that bitch off
1835,So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind
2352, A WILD one in the Bronx. Yankees score runs in bottom of th to take - lead over Red Sox. The half-inning took THIRTY&# ;
5906, LMfAOOO this bitch tongue longer than some niggas dicks
2255,""" If yo girl cant have homeboys you a ol weak bitch ass nigga!"""
2639, I'd give that hoe the finger everyday at work until I get fired for it.
4709, You will and he's gonna get all dem bitches &# ;
1479,All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!
4575, these hoes swear boy
74,Bruh went so hard on that bitch he deserves pimp of the year
1461, The Game Beats Glocc in LA (Full Video) via - this bitch cop can't be s&# ;
1148, -You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win.
3754,Try to take Othot drugs bitch I'm 'd up
1697,Y'all suck on flappy bird
1320, dude I had a video of these birds at my work fuckin
2305, I would dead upper cut that bitch
369, My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...
15245,"Evan Williams wit me, we find a bitch; have a minaj "
1757,ISIS Supporters in America: The Jihadis Next Door 
1777,&# ;&# ;&# ; played that nigga smh &# ; bitches are so shady... oh my god &# ;&# ; 
5758, Don't be afraid to let your feelings show. Unless you're a bitch.
3153,What be the peckin order? white Christian colored Porto Ricans Arab Jews I donts know. I be axin
685,"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh # AMinFairview"
1103, pussies
3897,&# ; Snap Chat Names please? &# ;&# ;&# ;&# ;only bitch you can Snapchatt is me
492,Blah blah Idgaf bout you crazy ass bitch
8980,Pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !!!!!
3414, dumb bitch stfu
16503,I just getting started oh ya we got it bitch.
15261, I'm just a normal ass dude that has no hoes and happens to be funny every once in a while
15257,This flappy bird game addicting .
4442,I want to paint but faggot won't paint with me...
2382,"&# ; ""When you gonna take me out?"" Some hoes not gonna let you come over until you spend money on them&# ;listen"
769,Kissing that bitch but she sucking me
1333,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City 
684, I will fight a bitch for Austin that's my gringo right there ain't no one messing with my white chocolate drop
9690,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
1085, &amp; are bitches.
15518,I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here
15998,""" When twitter rappers dm me their trash links "
2975, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that
2772, Ho ho ho bitches Merry months-ish until Christmas. 
6153, Well you got to see pom-pom Pete
691,Nelly got all the hoes singin lol
3109,Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window.
3132, &# ; Bring winter back... This degrees at am shit is for the birds&# ;---Get The Fukkk Outta Here Bro!!
2486," Niggas drop outta high school &amp; get a job at McDonalds talkin bout ""on my grind"" lmao okay, GRIND me up a Oreo Mcflurr&# ;"
5159,' Got niggahs salty at meeeee cause yo dream bitch is ma main slide &# ;&# ;&# ;
16046," If her pussy got over body counts, It's dead&# ;. Pussies&# ; only have lives &# ;"
7705,That 'Ouija' movie look like trash
5346," Cause I'm as free as a bird now, and this bird you can not change &# ;"
3456, ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....
6324, &# ; &# ; bitch go to sleep. You have work in the morning.&# ; Lol yes master&# ; &# ;&# ;&# ;
7804, ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar
2553, cant turn a hoe into a housewife.
154,Some call it trickn i call it hangn out ima handle my business n knock dat pussy out &# ;&# ;&# ;
3318,"Lmfao but "" we don't talk "" gtfoh &# ;&# ; bitch I guessed it! &amp; I was right &# ;&# ;"
3963,I already know I'm about to buy so many bitches drinks tonight that I'll never fuck but life's all about hits and misses. Gotta take chances
2685,#wallofthewasatch bitch!
8960,""" You're not a man if you refer to every girl as a bitch"""
5454,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
15818,&# ; If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&# ;&# ;&# ;&# ;&# ;
6981,I bet u John Elway gets way more pussy than John Dorsey.
8313, it's knives bitch
3356," Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&# ;"
67,"I hope you wrapping it up! Give that pussy a break! All them niggas you fuckin, never been on a date &# ;"
16424,if a girl a hoe but she aint stealing anyones man then stfu
5473,I can't blow bubbles or whistle. I'm basically retarded.
308,Denzie boutta be takin erry body bitch now!
680,These brownies 
8400,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
3923,""" Nothin in life is free.. Some of you bitches need to write that on ya panties""&# ;&# ;"
1511,Lashontae a bad bitch times 
1993,I got a surprise for you bitches
6375,"I ordered chocolate chip cookies &amp; this bitch gave me fries smh , I couldn't even take the shit back because I was gon be late for work"
8573, Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
2780,You was never with me if you let what another bitch say change your actions towards me &# ;
7063,I went outside and got mad bc this weather is trash
16050,I Fucken can't stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross
8510,Horny Japanese MiLF showers and toys her soaking wet&# ;pussy 
738,I make bitches fly like Peter Pan do
597,There was a reason why I blocked this bitch
4328," Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it."
2235,She like to argue so I sent dat bitch to law school
7045,and trying to maintain this color is gonna be a fuckin bitch like i washed my hair once and it already started going blonde again idk idk
5616,Some Army females just bitch about everything ..
15145,Two horny guys play with a sexy AV models trimmed pussy before they fuck&# ;her 
647, These hoes ain't loyal.
361, &# ; You are the biggest two faced bitch I have ever met.&# ; You won't @ her
3097,&# ;&# ;&# ; &# ; i seen a thot ass bitch in some high top whites&# ;
2555,Wish i had a bad bitch tonight where they at?
3551,#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.
4179,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.
219,Deez fat hoes kill me. I ain't seen this much crack since they locked meech up.lmfao
6416,Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS
1732,Dark skinned girls with blonde hair need to stop it. The only bitch that can rock that is Dijonay from The Proud Family.
4937,"They hoes ain't loyal, they rotate!"
7586,Till Michonne gutted dat hoe
15924,Their gotta be a loaded lux vs Murda mook 
1645," Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot."
34,The heat will make you wanna put hands on a niggah &# ;&# ;&# ;&# ;
1929, no it's yellow fin. It's in edgewater
3295,"I ride around with #notint, so all them bitches can see me &# ;&# ;&# ; #JetLife &# ;&# ;"
2079,' This niggah Yanni like hangin up on NIGGAHS in mid sentence &# ;&# ; .
190, When bitches talk about their boyfriend / 
15953,Who fukn wit for real for real .. Dat nicca be riding!!
153, &# ; stupid ass toe dog dam&# ;&# ;&# ; bitch you mad at your toe &# ; dumb hoe yo toe aint wanna be stomped .
3892,these bitches need to be called out I'm sorry 
1128,&# ; Yankees will never have someone wear a single digit uniform again after this season&# ; Wow. Shows that is an epic organization
2840,Will entertaining the hoes smh
37," You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
1300,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had."
1200,Good thing my brother loves me more than all you bitches thoo. He woke his ass up after working all night to drive me to school. Thats love.
15162, stop crying you pussy
1973,So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!
264,faggot time HE CIRCLED THE BLOCK FOR HOURS
15048,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
2904, #honestyhour no bitch better try to fuck with my girl cause I will go off
16486,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
3743, Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in wearing that 
8277,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&# ; "
3486, You are hairy like a monkey. : P
15974, Been my main nigguh since digital camera selfies 
2332," Bitches be in th grade talking about ""I miss Bae"" &# ;&# ; naw bitch you missed graduation &# ;&# ;&# ;&# ;"
3369," Me: ""Yeah I think I'll get off early tonight and get a good nights rest. : am: ""Not tonight bitch, not tonight."""
7280,Kim K is alright but honestly so many niggas been in that I'd rather not.. And Miley got unfollowed that bitch is just strange.
2726, It's unfortunate that everyone thinks I'm a bitch before they even meet me #chronicbitchface #sorryimscary &# ;&# ;
2284, fuck my wet pussy with ur huge cock
9639," A female ""cock block"" is called a ""clam jam."""
203, we dont love these hoes
16093, Stole your grandpas wardrobe bitch 
3544,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
122,I woke up in a bed full of bitches that I ain't eeeen fuckin
2137,Some people are bitch ass niggas &amp; you should just stay far away from
674, I'm not delivering to that bitch boy anymore.
9049, The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&# ;
15417,guess rubes doesn't want to go on a date with me &# ;
3503,Elizbian is bitch and likes women
3186,"Have you ever popped champagne on a plane, while gettin some brain Whipped it out, she said ""I never seen Snakes on a Plane"""
3399,&# ; If yo pussy stank ; u wasn't raised correctly&# ;lmao
15096,"&# ; I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&# ;the abortion survival. Cant get that"
3903,Hit my car with another rock and I'll be all over your ass in no time bitch.
8836, The reason high school is so fucking hard is because ned never made a guide for anything past th grade. You feel me? Fuck&# ;
9369,"My cat just rolled on me and said ""lets go run a game of , bitch"" "
9201," Martin Short On - CONAN - Oct , ""With your yellow skin and red hair you look like a # pencil."" "
1984,This niggah aaron had me weak last night!
16189,&# ; Thot bitches wanna be wined &amp; dined like a wife but don't know how to earn it &# ;&# ;
8321," if ur mine, its obvious people are gna hit on u cause ur obviously attractive. but if u flirt back its a problem bitch"
3177," a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay . for a b&# ;"
3237,I made you bitch
9591,"&# ; "" &# ; I can't remember all the girls I've smashed &# ;&# ;&# ; On God.&# ;""hoe shit&# ; Not technically, it takes &# ;&# ;."
2642,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $ champagne eh"
8055,I swear females think they know me.... bitch you don't know my intentions you just think you do
9332, I think I did my job here! Toodles to you bitches &# ;&# ;
4696,&# ; I might fuck around and fuck yo bitch &# ;&# ;&# ;&# ; eat her ass when your steal her so you'll be a real ass nigga
7765,"Lol #Facts "" The baddest bitches be porn stars n strippers"""
7148,another long night with allergies! need better ned than zertec or however you spell it!
4638,Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &# ;&# ;
863,&# ; This bitch is looking dumber and dumber by the minute.... &gt;&gt;&gt;&gt;&gt;&gt;&gt; 
3105,Yall see Chojis kid? Big ass black bitch
15266, i don't FW that nigga he pussy
2079, choke on bread bitch
952,Yea you bad but hoe so what??
365," You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams."
5940,thot hoe
7802,"First thing she wit ya, next minute she against ya, like that hoe from the clippers"
3009, &# ;&# ;&# ; dat shit crazy a nicca use to wear dat shit fr
16365, dont even trip my niggah i got you lol
7689," "" I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"" "
7226,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.
4230, hoe yu came at me first tf
197,Handicap sticker bitch I park where I want.
6150, not funny u faggot
93,"&# ; I'm a faggot"" I agree"
3592, Dudes built like a crushed Twinkie 
6791," I'd rather ask yours, is she a nappy headed hoe too? And is your grandma as well? I'd be ashamed to be in your family."
1125,"Behind every independent woman, is a pack of hating hoes"
2195, &# ;&# ;&# ;&# ; since day u remember tha bitches in alabama lmfaoo #BIG
2067,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
4326,"And here standing in the red corner weighing lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith"
726,Is that a hawk? What the fuck kind of bird is that?
2658,&# ; You aint special niglet When I'm chilling wit Greg ppl walk up to me to ask me to take pics&# ;hatin
3420, Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&# ;&# ;
1199,Stupid ass hoe
8113,You arguin bout a bitch and she a god damn slutttt
3073,I hate when people tweef and then delete the tweets. like yalls some hoes for that . I'm trying to read them
8121,But I callin out da race card. Ain't no colored podcasts out dare
1973, nigger
2037,My mom is a cunt
3327, i have that bitch bloked lmao
2026,I'm a bitch now ? Ok.
3402,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
2003, update: u are still a bitch
9763, Hate a bitch that run her mouth .
3954, still a bitch though
5567,never have I seen a toddler chug a water bottle so fast lol
1530,"Don't touch no sloppy hoes, You might catch somethin.."
1425, #MusicThatDoesntMatch These hoes aint loyal! 
6776, don't call my buddy Cambron retarded man smh. Thats rude.
7711,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.
1086," I wish my parents bought me a car man.. People bitch about not getting what car they want when they want it, and its free&# ;"
2242,"why even get pregnant by someone that isn't an never will be fit to be a dad, smh stupid stupid hoes"
8511, Can someone show hailie this tweet? &# ;&# ; bitch blocked me &# ;&# ;&# ;&# ; 
3756, Nice baby bump bitch.
115,triple nipple ass hoes!!
5539," I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden"
680,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
87," I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch."
2000,Lmao &# ; &# ; My nicca! &# ;&# ;&# ;&# ; wat fool??
3839,Where would me life be without God and I'd probably be living In a trash can haha!&# ;
858, I was in her while her nigger was in there makin dinner
731,Kyles a bitch
6833,Dropped all my hoes for someone. But was that a good decision ? Find out on the next episode of DragonBallZ &# ;
4445,I say we all do a big fat line of meth after the finale...come on you pussies :P #GoodbyeBreakingBad
3280, so is your pussy lmao
1513, smh u got Ebola now RT&# ; I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &# ;
355,That pussy sooo good &# ;&# ;
3277,Why the fuck are the throwing batting practice tonight? Holy shit...
7892,"OMG Nothing in life has made me softer than ""Fuck me with your nigger dick"""
1206,I still see plenty basic bitches with iPhone s.
9863, Mannn let bosh hoe ass hit that 
2033," ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave"
1910," hey fag, gag on my clappmeat"
1792, lmaooo I wanted them hoes she was suppose to hold em
1608, Parque de atracciones abandonado en Jap&# ;n. 
15501,I'm so sick of u niggers...
6706, &# ; Mo Claiborne is so trash&# ;I can't say it enough fam &# ;
3119,I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.
7068,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy "
7841, bitch don't b a hypocrite
3624,The two ringless fags Barkley &amp; Reggie were talking nonsense the entire game
3631," "" Smoke wit a bitch in nap and let her play music I bet she turn on boosie or some slow shit &# ;"" real shit"
3550,slut. specky. albino lesbo. wannabe player. dwarf. #coolcunts #absoluteyvile
3626,Dat bitch had noo cheeks!
752,This kid straight watched a bitch eat her own bloody tampon #fucksamattawithyou
7475, ching chong
3539, I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.
2708," guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!"
642,Fuck Ya feelings ain't no sorries bitch
5295,#philhughes #nyy better then UR whole team
586," When someone is murdered, the police investigate the spouse first. And that tells you everything you need to know abo&# ;"
182,Step Up All In was so horrible that bitch went straight to dvd &# ;&# ;&# ;
4408, Don't give a man the pussy until he gives you a relationship. #Truth
14937,When a hoe tryna get at you while ya girl is looking 
3784,This bitch done blew my high
2953, But thats your baby mom though. That ain't my hoe.
3762, nvm thought we were talking fifa sorry matt you're not trash at zombies
6018,"Oomf got the ""hoes"""
1641, hey nig
2907, Which World Cup Teams Are Jihadis Rooting For? 
4255,One room full of bad bitches .!! Lmao! Can't believe I'm kicking it with my mains from MySpace .!!&# ;&# ;
15351,&# ; Where do all the foreskins go when they circumcise a guy?&# ; the Foreskin Fairy takes them after you put them under your pillow
3039,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c "
3880, what a smelly hater bitch
2949, Sounds like they are holding back info.......Yankee shill
3983,Plaid shorts bitches
732, let the coons be great it's in the dream
6639, those rich son's of bitches too gready. Smh
1840,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!
803,&# ; It's my dogs birthday &# ;&# ;&# ; you should get it a bad bitch &# ; #punny
5300,Hah a big LOL to all the tacky faggots
1063,Its like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck It and u
15411, Do you think the guinea pig was okay? :(
3628,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin birds with one stone!! #merica"
9294,Lmfaoooooo I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &# ;&# ;&# ;&# ;
2038, If you're attractive &amp; you think ANY straight guy just wants to be your friend...bitch you stupid
16003,"&# ; I say bitch bad, woman good, lady better&# ; Lupe?"
936, Friday pm Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America &# ; 
4027,&# ; girls are fucking retarded my back started cramping up man&# ; it's the double d's
468,They make sure they have these reality shows lined up for you hoes.They won't leave you high and dry.
2075, better off banning teabaggers and their anti American supporters
9544,When Stoni isn't doing his faggot gook speak he's actually funny
718,""" nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"
920, bare it bitch. See what I did there
4114,Don't love these hoes don't lean on bitches
2692," Chris brown got no chill button..... Why sell a bitch out on social media tho? Like not even a subliminal, buddy took time to&# ;"
1072,Hey fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion
3091,And since im gino marley my bitch just flew from Japan
4076, damn he was my bitch for Eddie Johnson teams last year
449,"Finished Yankeeography and still hate the Arizona D'backs for winning in , Yankees shoulda had that"
593,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
3737, When you and your boys discover a hoe 
2297,&# ; I cant talk right now i got pussy on my tongue&# ;
3167,Smoke sum bitch
638, who remembers this bitch? &# ;&# ; 
2663, I'm finally finished work. I'm going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.
14958, fuck you bitch
6345, pussy watch it nuh mi Neva lov mon. -badmon
1246, That game winning hit in Thursday capped a great career. The guy is a st ballot HOF. Or else.
3259, #shoutout to that niggah Go follow
1901,GTA online today bitch ass niggas
1307, it's at your house bitch
3610, I'm pretty sure just called that dude a faggot
7664,"all them ""model"" hoes follow a nigga...""blow up""...an then hit the infamous imma only follow people wave..."
2283,Eattin all this pussy im startin to get chubby
16104,Lima fears change but yet wants to bitch about how much it sucks &# ;
1184,"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster"
5477,"Where Is VRSL, that nigger owes me bucks"
6208,Better nip that shit in the bud early.
9240, FAGGOT I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &# ;
2315,I almost ran this fine red bitch over.
174,Mykel stay wit all the bad bitches &# ;&# ;&# ;
16014, your one of my bitches you make money for me !
5741, bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!
2089,Oh shit its still light out.. I've been in this bitch too long &# ;
9540,"If you like the k gold rillos, your a pussy"
7091,&# ; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &# ; - - - 
5341,this bitch
8108, These water challenges are retarded as fuck.
2229, Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
4710, lol fuck these lil bitches ain't shit to peep &# ; wassup w/ you tho
399,S/o to the homie niggah stay making bomb food when we high af
3887, R.I.P. to the hoes dying for attention
944,Who watches wrestling besides little kids and white trash?
3741, That talentless skag IS a wardrobe malfunction.
2818,&# ; why do bitches stand like this? &# ;&# ; she wanted to be in MJ's smooth criminal video so bad..
2835, He a bitch you should do it
383,I'm cute with or without the makeup &amp; eyelashes &# ;&# ; y'all bitches depend on that shit
4048," "" Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&# ;"
1052, My old man has a white galaxy phone cuz he's a fag.
14974,If you will fuck or try and fuck ya niccas girl .. You a buster lol
661,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
2250, bitch I'll fuck you up
1838," just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on &# ;"
5767,These fat hoes think they slick posting neck up pics and shit
8913,"I'll break any bitch nigga down, I don't care about your size."
1149,"This niggah said ""Oh kiss me through the phone looking ass"" haha"
1841,"It is impossible for females to be players, pimps, etc... They're called hoes"
6867,My flow retarded &# ;
982,What kind of sorcery is this.... Nope Eat this pussy while im on my cycle &amp; call it Cherry Pie
3801,"""It's the dykes"" -hunter dyke with a dyke "
9233,"They hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous"
5740,Why he try say alexi stole Jo bitch lmao
2954, you have your nips pierced too ?! &# ;&# ;&# ;
1110," ""Stop talking ghetto, you're white"" "
9801,My grandma threw out all of my raps. Ones I made from th grade to now. I'm literally crying. Thats all my work in the trash. &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
9175,Clearly I'm afraid of birds 
9519, you tryna say I'm a pussy? Of course I'm tryna slam. I ain't no pussy duuuuuuu
2324, She looks like a plastic monkey doll!
2903,"Bomb your house, Then fuck your bitch. All hail Al Qaeda"
3857, I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !
5701,Lmfao.. oh i forgot.. texting it to u now I told u to text me what I need to buy for the salad a bitch hungry
1483, haha yes niggah but yesterday night Idk man it hit me at night like around in the morning didn't go to sleep till like ..
6860, eew bitch get out of my carrrr
16244,This bitch instating and driving...&# ; for me
1909,U sure tha bitch ain't slumped over dead ? Lol &# ; The thots is out here ! ! 
3519, lmaooo boy thought he wS all type of right spelling that hoe
3678,&# ; yeah it's really far and it's alright if you like living by a whole lot of hicks haha
8771, What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch 
562,When your nigga passes you a hoe 
7268,Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers
1432,&# ; Yea bitch&# ;dam!
3497, these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
3320,me: *complains about suburban white girls* suburban white girl: you're a bitch me: ok u literally just proved my point
3180, how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
4950, I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&# ;
3126,"Call a hoe a hoe, and a rat a rat"
364,"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!"
7608," when you tell the chick-fil-a cashier thank you, but that bitch don't say ""my pleasure"" "
2996, When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&# ;
871, in that I get more bitches than you? If so YOU RIGHT
16174, pussy put yo ass to sleep now I'm calling you nyquil
3851," if we're dating, don't be a sensitive bitch when i insult you.. i expect to be insulted back."
16394,You scum bro When tha pussy was trash but she still txt yu... my life ain't shit
455,Cheeky thoughts as the rooster crows.
2670," I&# ;m a bitch? You&# ;re a bitch. Your mom&# ;s a bitch for having a bitch, your dad&# ;s a bitch for fucking a bitch. Now who&# ;s t&# ;"
15,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??"
3310, I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&# ;
2515, absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
9670,"&# ;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... "
1905,"cut up porkchop, canned pinto beans, a small can of carrots, can of corn, celery, a potato. cayenne powder + crushed red pepper"
4344," girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me."
642,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!
15812, &# ; Damn babe &# ; sike forever fucking with basic bitches &# ;&# ; &# ;&# ;
2812,You're not a very good listener &# ; &# ; twitpic a selfie with a bad bitch 
4951,Woke up cold thenna bitch n stomach on Flat fr &# ;&# ;&# ; 
15779,Really craving my arroz con pollo y habichuelas right now
422,This bitch love me long time i dont know why she wouldnt
2872,My favorite DC restaurant is Charlie Palmers. 
7715,never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!
8875, thirsty ass hoe go to sleep &# ;&# ;
4517,&# ; When you see the bitch that been talking smack about you in the playground 
16421,I really hate when I don't get a response back to a text message. Like a bitch ain't see it or sum &# ;
424," On this day , February , in Waylon Jennings left us for that honky-tonk in the sky - Dreaming My Dreams - ht ..."
6758," Lmfao , this bitch was giving head in the back of a classroom she better go tf ahead !"
241," First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him"
8694," "" Hey , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&# ;"
